iso3,date,renewables_share,co2_capita,greenhousegas_capita,inflation,gdp,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,poverty,infant_mortality_1000,life_expectancy,fertility,population,female_population
SVN,1999,28.4421655858845,7.51874011936189,17940.0005340576,6.5314195214609,33876856910.2429,5.5500001907,,,,,,4.8,75.009756097561,1.21,1983045.0,1014339.0
SWE,1999,48.2743254239915,6.4643050917184,72050.0030517578,0.897864615617408,243339601758.025,3.7000000477,3.0048,,,,,3.4,79.4414634146342,1.5,8857874.0,4478662.0
SWZ,1999,41.5401540154015,0.684032370826019,2329.99992370605,5.3700590467124,4556957564.8191,,,,,,,65.9,49.424,3.997,994105.0,516060.0
SXM,1999,0.0,,,,,,,,,,,,,,31084.0,
SYC,1999,0.0,3.85524188533764,400.000005960464,2.05663148577453,1114047127.10164,,,,,,,11.9,72.6682926829268,2.04,80410.0,40303.0
SYR,1999,11.919891318638,2.73947932533,93230.0033569336,7.44219677268558,,1.3999999762,1.3359,,,,,20.4,72.882,4.152,16013992.0,7920656.0
TCA,1999,0.0,,,,,,,,,,,,,,19069.0,
TCD,1999,0.0,0.0608428699358244,32139.9993896484,-7.57286628466451,6303577859.57631,,0.0288,,,,,101.2,47.657,7.384,8053532.0,4046215.0
TGO,1999,48.1308411214953,0.357706536302507,4619.99988555908,1.11512720227402,4714288848.96956,,,,,,,77.6,53.547,5.466,4780455.0,2421386.0
THA,1999,4.88899254767379,2.62911335892804,249309.997558594,-2.57695297761677,429888157734.617,2.2000000477,0.2912,,,,4.0,19.6,70.463,1.705,62298569.0,31488907.0
TJK,1999,97.6577831233779,0.41505546709754,6980.00001907349,26.5011437514061,5877495418.35795,6.8000001907,2.1186,,,,62.0,72.2,61.161,4.084,6119664.0,3056484.0
TKM,1999,0.0564334085778781,8.43906798118193,74690.0024414063,23.0053043870684,17879511411.9998,,,,,,,59.9,63.413,2.903,4466133.0,2267633.0
TLS,1999,0.0,,589.999973773956,,,,,,,,,88.6,58.037,6.023,873138.0,432115.0
TON,1999,0.0,1.12849448576558,250.0,6.40127148686969,346151668.138573,,,,,,,14.9,69.601,4.27,97475.0,47830.0
TTO,1999,0.343053173241852,7.83273084600614,14380.0001144409,4.30318181247706,16842450847.6199,,0.9265,,,,,24.7,69.199,1.772,1263927.0,634547.0
TUN,1999,0.900270081024307,2.04502232101296,28750.0,3.36141895778627,57251648611.4383,,0.7436,,,,,26.6,72.904,2.208,9613587.0,4767441.0
TUR,1999,29.9828237718997,3.09292132656511,259130.004882813,54.2799583040521,546531228972.082,2.5999999046,1.2789,,,,,33.0,69.417,2.556,62287391.0,31607152.0
TUV,1999,0.0,1.07020547945205,19.9999995529652,6.12139353680394,24012080.3014147,,,,,,,34.8,,,9344.0,
TZA,1999,93.714781100997,0.0771060979908354,48110.0006103516,10.6903266760321,36234599989.7565,,,,,,,83.0,50.248,5.711,32682240.0,16427122.0
UGA,1999,99.5517640254482,0.0562032581682286,18530.0006866455,-0.113130549810464,25576622727.0405,,,,,,68.7,90.3,45.373,6.903,22952406.0,11650079.0
UKR,1999,8.33236402549667,6.15472883198454,376869.995117188,27.3999267140709,193450616849.986,8.9499998093,2.986,,,,,16.3,67.9809756097561,1.127,49674000.0,26539164.0
URY,1999,77.1059216013344,2.04957368565041,34159.9998474121,4.32609621219365,33906555933.7257,,3.745,,,,,15.3,74.523,2.265,3308005.0,1706429.0
USA,1999,9.06920058095258,20.1011324541284,6625279.78515625,1.40923275648311,9631174489000.01,3.5999999046,,,,,0.7,7.2,76.5829268292683,2.0075,279040000.0,141656845.0
UZB,1999,12.5451820506039,4.79152998665249,165649.993896484,44.1153632821145,61716743122.6622,5.3899998665,,,,,,52.9,66.959,2.72,24311650.0,12220083.0
VCT,1999,19.4413407821229,1.763128346464,270.000010728836,1.81730159520863,710283449.543715,,,,,,,19.2,70.762,2.442,107763.0,53522.0
VEN,1999,75.1646552472619,5.28478820514127,323220.001220703,26.1927100615555,267752300688.163,,,,,,11.8,33.0,71.93,2.867,23739835.0,11821836.0
VGB,1999,0.0,,,,,,,,,,,,,,20026.0,
VIR,1999,0.0,,,,,,,,,,,,76.4618536585366,2.129,108599.0,56157.0
VNM,1999,58.4659790313681,0.587201727681346,127360.000610352,5.73470283231028,184670047317.638,,0.515,,,,,24.5,72.824,2.096,79035871.0,39897047.0
VUT,1999,0.0,0.496527069000712,589.999973773956,3.07863899898366,379320237.218633,,,,,,,24.1,67.134,4.531,181259.0,88496.0
WSM,1999,35.2941176470588,0.864025436908863,430.000007152557,1.12623801086085,529104272.118636,,0.6912,,,,,18.7,68.399,4.541,173606.0,83163.0
XKX,1999,0.0,,,,,,,,,,,,66.9512195121951,2.88,1762000.0,
YEM,1999,0.0,0.830912448835502,33889.9993896484,33.4625759504939,47408585535.7723,,,,,,,71.6,60.204,6.514,16921157.0,8377577.0
ZAF,1999,0.460528285317979,6.27918580379408,369000.0,6.88883410122743,358222819601.563,,,,,,,47.5,57.144,2.754,44338551.0,22476167.0
ZMB,1999,99.3302421432251,0.173560366070368,25510.0002288818,17.9238730663514,16107044136.6051,,,,,,,93.5,43.594,6.065,10140564.0,5110898.0
ZWE,1999,41.0097306444789,1.3381013272578,33770.0004577637,8.00681327830817,27205943248.6773,,,,,,,53.2,45.461,3.786,11822722.0,6019337.0
